,LB10,LB11,LB12,LB18,LB19,LB20,LB21,LB22,LB3,LB4,LB5,LB7,LB9,LL11,LL12,LL18,LL19,LL21,LL22,LL3,LL5,LL6,LL7,LL8,LL9,WB11,WB14,WB15,WB16,WB17,WB25,WB27,WB29,WB7,WB8,WB9,WL11,WL12,WL14,WL15,WL23,WL24,WL26,WL27,WL5,WL7,WL8,WL9
K15012,829,363,485,742,1342,939,322,271,1481,813,717,1322,189,110,8,1394,1906,166,199,259,0,37,36,173,353,4256,1545,1558,1235,1324,1239,761,2249,4241,3722,2438,2655,3656,2577,2038,3582,2424,2694,2007,5273,5410,4835,4044
K15013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15016,0,8,6,0,0,0,0,16,0,21,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,8,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0
K15019,0,0,0,0,17,43,0,76,888,539,283,727,0,0,0,0,0,0,0,0,0,0,0,30,0,0,62,0,24,0,17,0,14,0,0,0,0,0,5,0,29,0,0,0,0,0,0,0
K15020,0,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15022,52,151,218,201,226,197,111,35,18,0,0,0,57,0,16,0,90,0,0,0,0,0,0,28,0,0,24,172,9,75,30,0,74,0,0,0,52,49,150,80,30,17,65,57,0,0,0,116
K15024,0,0,0,138,141,181,4,127,0,74,91,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,6,0,0,0,0,5,16,13,12,78,43,82,33,116,109,127,79,12,0,0,11
K15034,742,326,368,696,1143,798,199,361,874,570,549,1325,207,79,55,954,1414,97,185,218,114,59,48,224,288,4234,1607,1630,1353,1393,1841,1048,2875,4128,4194,2342,3010,3753,2712,2807,3774,2583,3360,2181,4212,4568,3889,3951
K15036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,181,554,102,611,162,105,421,0,0,137,33,8,34,26,53,43,175,21,941,813,1692,0
K15051,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,26,0,100,17,0,0,17,10,204,353,15,63
K15052,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,301,403,436,309,736,376,637,0,0,0,389,1059,380,865,1297,218,560,420,0,0,0,0
K15054,154,41,71,137,57,0,37,6,97,40,71,88,20,0,0,0,0,0,0,0,0,0,0,0,0,95,98,46,133,51,290,138,59,80,503,63,288,471,364,220,779,420,458,415,0,64,0,36
K15058,16,93,123,62,92,117,72,34,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13,0,19,37,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15059,27,94,111,97,146,129,22,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,33,34,54,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15060,25,19,7,0,10,51,2,11,0,17,0,0,11,58,0,0,15,34,0,0,0,0,0,0,63,90,60,37,17,27,48,0,103,131,59,107,0,31,0,0,28,0,0,0,0,34,33,24
K15061,10,0,0,37,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,15,0,8,0,12,0,0,0,16,0,7,0,11,0,0,0,0,0,0,0
K15064,0,96,6,7,0,0,0,0,72,363,196,756,15,0,0,0,0,0,0,0,0,0,0,0,0,0,743,1130,807,794,1170,1046,1616,401,279,554,7,40,32,31,75,14,80,23,0,0,0,0
K15065,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26,959,1010,734,890,1182,1014,1417,633,37,447,61,157,127,70,161,63,99,63,0,13,0,0
K15066,113,300,290,113,193,182,44,74,21,925,676,2236,298,136,24,0,64,81,0,0,0,0,0,0,153,48,1532,2202,1797,1945,2731,2089,3526,712,324,748,93,215,63,80,145,7,56,10,14,59,53,0
K15067,166,245,340,306,298,301,71,243,208,150,199,493,188,33,51,113,104,56,59,53,114,46,20,287,0,992,160,222,196,294,276,58,371,830,1064,443,929,1492,965,723,2060,1048,1022,941,1500,1236,1624,2322
K15069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
K15078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15083,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15095,0,67,32,45,0,79,34,0,0,188,58,29,3,0,0,19,0,10,0,0,0,0,0,0,0,92,734,791,1205,749,1145,849,1394,88,42,0,2666,1265,1193,2889,2408,1891,2161,1939,0,0,0,0
K15125,4286,4295,5751,7074,3436,6483,1053,7278,7517,8272,6920,20225,4804,636,1351,3871,7197,613,2749,5886,4024,2091,1548,9742,409,56040,24309,35230,32754,27641,67137,58818,32509,78004,83802,31001,49159,48239,44177,52820,62372,71124,82777,69440,73111,93766,47691,96516
K15173,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,32,0,0,0,0,13,13,5,0,0,0,0,0,0,0,0,0,0,0,0
K15176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,46,0,0,15,0,39,17,149,17,0,0,48,0,0,0,752,358,386,832,515,636,757,641,0,0,0,0
K15190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15192,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,9,0,0,10,0,0,0,294,244,227,25,356,195,235,274,0,0,30,0
K15201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15212,10,0,0,26,9,0,10,0,0,0,14,0,0,0,0,10,99,0,0,0,0,34,0,10,0,55,340,75,94,81,35,0,213,43,58,20,53,512,183,132,295,242,208,88,9,70,25,47
K15218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,38,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,298,286,120,183,154,60,351,1507,1253,904,700,805,556,498,708,362,496,287,1311,1380,1290,675
K15228,72,0,39,35,0,0,5,0,0,0,0,0,0,7,0,27,33,32,0,21,0,0,0,7,6,240,526,794,481,567,765,758,1273,656,253,759,356,533,362,202,722,411,508,267,607,643,737,845
K15229,92,36,91,117,0,9,38,5,0,0,0,0,10,14,0,36,19,50,10,17,0,0,0,0,4,432,920,1522,745,1109,1472,1309,2543,1340,560,1437,672,915,687,402,1317,712,938,485,1145,1339,1421,1588
K15232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15237,0,0,0,0,0,0,0,0,53,0,47,186,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,6,101,100,82,53,174,1294,0,643,0,13,0,0,0,0,0,0,0,0,0,0
K15238,5,9,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,110,24,20,7,38,106,0,0,890,0,22,7,0,11,15,94,40,0,0,0,0
K15255,2592,2333,2019,640,3830,3145,652,477,1967,1301,967,2511,702,33,0,0,124,0,0,0,0,0,0,28,105,1450,4325,4102,4570,4383,8155,4765,5854,1328,690,533,9563,8722,6232,10009,12507,8140,9593,9596,0,0,0,0
K15256,442,99,101,286,1223,346,79,246,341,268,260,725,112,9,19,205,472,59,99,380,140,194,136,275,0,2429,931,1411,1248,2050,3156,2116,1726,2408,4808,1131,3024,1606,1809,3296,3272,3240,3317,2667,4552,5054,2577,6270
K15257,94,81,118,487,356,261,108,374,722,354,318,1731,135,13,40,1576,1992,44,334,303,187,105,34,228,335,1335,159,113,321,79,209,90,301,2114,2105,983,270,318,347,212,440,451,889,388,526,644,521,1402
K15260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
K15261,6,18,0,9,10,0,0,0,0,0,46,6,0,0,0,0,0,0,0,22,0,0,0,0,10,0,55,0,142,0,16,0,86,33,0,0,18,18,32,0,0,13,11,0,0,0,14,44
K15268,5035,4348,3997,2062,9589,6260,1538,928,1165,429,1080,1781,1471,285,63,2729,3326,199,433,357,0,30,110,290,539,4438,3194,4448,3835,2836,4483,2802,6187,6889,6875,4298,5455,7579,6093,5239,9243,8179,9110,7638,9255,6390,8163,8994
K15269,3229,1875,2281,3520,3551,4217,1131,1656,4032,2779,3600,6667,940,271,103,1284,2148,197,354,951,535,344,107,772,508,7690,946,1218,994,1191,1068,582,1929,5528,10361,2617,3521,5460,3851,2857,6722,4625,5234,3789,11095,15235,10627,13296
K15270,5934,2813,3367,5955,12065,6267,2258,2604,5820,2290,4388,7853,1498,194,51,2007,2842,358,431,576,170,125,140,1001,473,14487,5914,7546,5102,5833,8112,4615,11092,12705,13467,7883,8765,10993,8356,6504,11944,8367,10460,7970,17486,18212,15986,14774
K15271,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,0,0,0,0,0,37,0,12,0,0,0,0,0,0,0
K15288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,113,86,0,0,0,0,0,0,0,0,0,0
K15303,0,0,0,12,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,9,7,0,0,0,0,0,0,0,0,0,9,12,0,0,9,8,0,0,0
K15311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
K15312,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6
K15313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0
K15314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,620,11,142,108,13,0,0,0,0,0,0,13,50,0,0,11,0,0,0,0
K15316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
K15320,30,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,23,16,47,0,0,14,16,57,13,7,0,0,0,0,0,0,0,0,0,0,0,5,71
K15327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,11,384,57,36,25,87,0,0,0,1494,640,727,1498,1074,1136,1233,1025,0,0,0,0
K15329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,189,130,895,134,91,59,212,0,23,30,3035,1443,1542,3324,2136,2399,2738,2282,0,0,0,0
K15331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,22,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0
K15333,0,44,0,0,0,7,0,0,0,549,290,1688,24,0,0,0,0,0,0,0,0,0,0,0,0,0,50,302,89,77,15,0,441,0,0,0,236,540,78,55,278,87,0,736,0,0,0,0
K15336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
K15338,84,60,75,168,268,211,51,65,824,399,156,900,28,8,0,957,1187,20,120,22,0,0,0,82,139,2492,750,621,544,658,614,225,932,2212,2075,1405,1118,1656,989,823,1010,568,911,454,1852,1817,1739,1006
K15340,0,37,0,0,10,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15342,237,121,296,620,621,1043,147,720,5041,3010,1958,4852,138,148,50,759,1202,49,258,189,247,216,30,349,157,2193,1644,2807,1829,2135,4032,3094,2066,1351,2025,770,2644,1814,2713,2767,3824,3225,5386,2281,620,631,606,2132
K15344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,0,0,0,10,0,52,0,0
K15345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,25,0,0,13,0,0,92,0,0
K15346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
K15349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,15,0,0,0,0,0
K15353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,1129,269,0,0,0,0,0,0,10,0,0,638,0,10
K15354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,15,9,0,17,16,45,0,0,0,19,69,9,0,38,0,0,3,0,0,0,0
K15357,10,8,0,0,15,21,0,0,12,132,41,193,8,0,0,0,5,45,4,10,0,0,0,25,0,4538,845,901,372,757,757,295,1003,4111,3686,2634,2086,2376,1728,1525,1995,1130,1562,777,3608,3901,3315,1892
K15358,1185,642,630,791,1974,1097,405,379,595,131,354,765,269,0,0,101,9,89,0,19,0,0,0,18,0,289,250,247,149,318,299,202,309,351,427,281,829,1049,913,444,1712,1004,917,736,1944,1821,1856,2368
K15359,0,0,6,0,0,0,0,0,52,0,0,8,0,7,10,16,0,65,0,28,0,0,0,9,37,177,240,452,92,365,301,284,893,404,294,133,386,642,554,199,1439,518,661,358,1664,365,1998,2608
K15363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26,78,309,164,151,72,9,231,1839,21,769,569,1006,405,600,1200,876,884,829,0,0,555,18
K15366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
K15368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,0,15,0,33,0,0
K15371,662,388,446,2253,1965,1936,560,845,6527,2695,3565,6620,206,535,63,426,994,310,63,903,26,35,269,612,477,24557,7819,9083,6041,7293,8584,5536,10235,25989,23062,15827,11719,16762,12638,9221,14076,10640,11578,9497,29802,33193,26519,21073
K15372,2678,2592,2494,970,3420,3425,1000,506,677,814,811,1390,945,8,0,0,71,0,0,6,0,0,0,8,85,192,237,234,426,199,341,132,317,86,64,57,393,375,444,348,497,542,1103,404,39,14,24,39
K15373,0,2,0,0,0,0,0,10,0,0,6,314,0,0,8,21,0,0,0,0,0,0,0,17,0,85,97,103,161,81,125,62,146,916,114,368,222,218,205,170,276,306,598,233,301,14,0,15
K15376,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,15,18,30,26,14,36,38,55,15,6,0,28
K15378,22,67,0,0,0,9,0,15,350,0,451,342,120,11,0,0,86,0,0,0,0,43,0,17,143,189,161,263,163,175,357,336,411,218,235,153,322,728,246,556,1098,251,469,244,1237,1275,1485,1606
K15383,37,78,89,241,374,223,71,89,557,218,505,642,24,13,19,855,982,42,109,112,0,11,0,174,175,538,335,476,404,280,458,366,814,330,252,224,1117,1042,1011,1257,1510,1035,1580,1116,1019,884,1166,713
K15384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
K15385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,69,138,61,67,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
K15387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,33,62,64,87,21,94,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0
K15394,18,0,0,0,17,9,0,0,0,0,85,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0
K15395,33,0,227,73,16,31,0,4,1,0,39,8,0,0,0,135,18,128,0,0,0,0,0,19,33,0,195,82,183,84,33,539,46,0,541,0,0,0,93,0,2321,443,1385,0,0,58,0,194
K15396,112,104,84,235,115,249,38,311,276,346,258,775,118,0,25,92,146,0,88,125,168,104,39,178,0,1108,916,1472,1048,1398,2943,2298,1249,1865,1806,796,1833,879,1104,1821,1679,2010,2504,2199,506,571,442,1213
K15397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,12,20,24,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0
K15402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
K15405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0
K15408,0,0,0,36,114,97,0,99,2279,1143,359,1708,0,0,0,0,0,0,0,0,0,0,0,0,8,11893,2063,2146,617,1685,1334,538,2677,10630,8736,6638,5131,6148,4130,3754,4722,2651,3865,2092,10656,10341,8934,5815
K15421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15428,0,0,0,119,125,6,0,16,303,0,62,640,0,0,0,0,0,10,0,0,0,0,0,0,24,73,7,4,39,0,16,0,25,0,0,0,255,280,10,130,195,81,162,130,0,83,0,0
K15431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,0,50,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
K15442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15444,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,0,90,0,0,0,0,36,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,67,56,92,0,0,0,0,0
K15449,126,76,179,157,207,208,50,6,55,130,0,252,26,0,0,0,36,0,0,0,0,0,0,7,13,6328,3157,4570,2368,4036,6708,5361,3242,6857,4273,3554,4500,3394,2896,2832,3336,3163,4874,3480,4920,4526,4255,2433
K15450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0
K15451,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,209,261,67,190,257,57,486,144,307,0,93,190,0,0,149,0,17,322,0,0,35,9
K15460,490,128,126,583,1533,816,83,431,1102,942,1020,1672,106,24,4,1400,1776,40,279,270,150,126,15,281,275,1946,891,791,1189,763,1241,466,1660,1300,2586,691,2260,2241,1760,2677,2647,2207,3141,2051,606,565,571,1571
K15461,215,183,262,578,500,624,107,693,685,737,524,1768,263,86,46,408,772,159,238,501,414,202,174,555,115,6235,4351,6614,5278,5553,9169,7717,7290,5750,8887,3080,7146,7765,6533,7045,9765,8504,10843,8823,8165,9756,8606,10450
K15467,0,72,51,68,93,69,0,0,56,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,31,44,0,72,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
K15468,111,11,0,82,0,109,23,0,0,34,13,36,0,101,26,0,40,49,0,0,0,0,0,0,84,145,226,141,356,216,12,41,597,1856,64,772,168,80,269,113,117,229,260,371,0,70,411,10
K15471,0,0,0,0,17,0,0,0,39,0,39,59,0,0,0,0,12,0,0,14,0,0,0,0,0,16,13,25,0,39,0,0,73,11,10,6,0,0,41,0,26,0,0,0,0,0,28,0
K15474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
K15477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
K15495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,165,172,209,103,191,78,72,174,678,89,253,256,280,225,312,373,779,329,0,80,0,17
K15496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,134,137,41,126,56,74,98,507,57,160,135,190,139,187,254,551,196,0,28,0,0
K15497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,48,0,0,0,0,0
K15502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,31,32,49,44,0,0,0,140,457,0,0,0,0,245,0,0,0,0,0
K15503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
K15505,23,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,142,88,39,0,12,354,1391,49,5,0,0,816,0,0,0,0,0
K15509,568,365,537,985,526,1027,412,539,2040,817,1244,2264,274,0,0,0,12,40,0,0,0,0,0,26,0,479,1866,2846,1782,1859,2849,2188,4442,1331,1151,1416,151,570,141,121,740,332,244,65,0,113,16,349
K15510,2547,2028,1886,1150,4725,3384,574,503,459,829,1592,2278,756,105,13,643,150,98,0,0,6,0,0,117,194,696,137,316,279,272,388,166,296,1078,955,356,293,73,688,196,1088,437,468,370,853,464,1137,1128
K15511,40,119,139,95,164,122,30,17,0,0,0,0,32,7,0,107,140,74,32,6,0,0,0,25,0,368,448,927,323,539,563,505,1619,427,519,315,957,1101,793,818,1661,922,1120,659,2507,2324,1667,2066
K15512,26,125,176,125,200,166,79,22,0,0,0,0,7,34,0,87,95,106,11,0,0,0,0,73,44,496,534,1006,399,567,620,551,1831,417,633,489,1047,1243,921,855,2127,1068,1174,770,1876,1740,1846,2466
K15513,46,165,130,161,207,215,60,31,0,0,0,0,56,9,0,111,113,89,35,23,0,0,0,103,6,529,644,978,364,638,720,623,2210,561,654,452,1131,1451,1093,1032,2259,1263,1445,879,2300,2108,2244,2858
K15514,0,20,25,0,21,10,15,0,0,0,0,0,10,9,0,118,76,78,16,14,0,0,0,27,49,514,406,940,344,459,606,541,1779,384,469,390,1047,1297,960,863,1913,1136,1302,784,2075,1956,1985,2594
K15515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,901,0,34,88,0,0,0,22,64,0,63,170,55,125,196,211,261,25,0,0,256,177,237,230,180,341,972,287,0,0,0,0
K15518,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,76,127,0,20,88,0,0,41,14,0,531,438,352,327,317,444,204,372,230,1189,199,528,925,895,630,910,1013,1064,764,2204,2565,2239,2069
K15519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,0,20,286,654,567,642,610,897,319,915,279,292,189,1387,1599,940,1670,1499,1001,1458,899,12,0,16,138
K15520,10,59,12,30,6,7,0,6,8,0,0,0,56,0,0,1196,1454,74,189,141,0,72,0,65,263,111,0,52,0,205,179,0,131,180,133,304,281,534,629,144,958,421,588,366,0,274,0,67
K15521,659,51,54,272,664,393,76,128,1828,1217,942,2627,31,109,0,2365,2856,72,326,162,0,0,28,56,643,905,1718,1869,1771,1064,1919,1502,2416,1120,1113,557,335,499,597,1030,1740,579,559,740,9,42,37,16
K15522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0
K15523,85,71,107,191,137,202,16,264,234,335,194,730,81,0,32,71,107,0,68,82,152,80,30,141,10,1062,200,481,328,155,467,175,454,820,1916,488,153,185,160,106,504,491,711,251,424,460,460,1551
